a	a	a	a
abolies	aboli	a-bo-lies	a-bo-li
abolies	aboli	a-bo-lies	a-bo-li
abolir	aboliR	a-bo-lir	a-bo-liR
abolira	aboliRa	a-bo-li-ra	a-bo-li-Ra
abolirait	aboliRE	a-bo-li-rait	a-bo-li-RE
aboliras	aboliRa	a-bo-li-ras	a-bo-li-Ra
abolis	aboli	a-bo-lis	a-bo-li
abolis	aboli	a-bo-lis	a-bo-li
abolissaient	abolisE	a-bo-lis-saient	a-bo-li-sE
abolissais	abolisE	a-bo-lis-sais	a-bo-li-sE
abolissait	abolisE	a-bo-lis-sait	a-bo-li-sE
abolissant	abolis@	a-bo-lis-sant	a-bo-li-s@
abolissent	abolis	a-bo-lis-sent	a-bo-lis
abolissions	abolisj§	a-bo-lis-sions	a-bo-li-sj§
abolissons	abolis§	a-bo-lis-sons	a-bo-li-s§
abolit	aboli	a-bo-lit	a-bo-li
abolition	abolisj§	a-bo-li-tion	a-bo-li-sj§
abolitionniste	abolisjonist	a-bo-li-tion-nis-te	a-bo-li-sjo-nist
abolitionniste	abolisjonist	a-bo-li-tion-nis-te	a-bo-li-sjo-nist
abolitionnistes	abolisjonist	a-bo-li-tion-nis-tes	a-bo-li-sjo-nist
abolitionnistes	abolisjonist	a-bo-li-tion-nis-tes	a-bo-li-sjo-nist
abominable	abominabl	a-bo-mi-na-ble	a-bo-mi-nabl
abominablement	abominabl°m@	a-bo-mi-na-ble-ment	a-bo-mi-na-bl°-m@
abominables	abominabl	a-bo-mi-na-bles	a-bo-mi-nabl
abominaient	abominE	a-bo-mi-naient	a-bo-mi-nE
abomination	abominasj§	a-bo-mi-na-tion	a-bo-mi-na-sj§
abominations	abominasj§	a-bo-mi-na-tions	a-bo-mi-na-sj§
abomine	abomin	a-bo-mi-ne	a-bo-min
abominer	abomine	a-bo-mi-ner	a-bo-mi-ne
abonda	ab§da	a-bon-da	a-b§-da
abondai	ab§dE	a-bon-dai	a-b§-dE
abondaient	ab§dE	a-bon-daient	a-b§-dE
abondais	ab§dE	a-bon-dais	a-b§-dE
abondait	ab§dE	a-bon-dait	a-b§-dE
abondamment	ab§dam@	a-bon-dam-ment	a-b§-da-m@
abondance	ab§d@s	a-bon-dan-ce	a-b§-d@s
abondant	ab§d@	a-bon-dant	a-b§-d@
abondant	ab§d@	a-bon-dant	a-b§-d@
abondante	ab§d@t	a-bon-dan-te	a-b§-d@t
abondantes	ab§d@t	a-bon-dan-tes	a-b§-d@t
abondants	ab§d@	a-bon-dants	a-b§-d@
abondassent	ab§das	a-bon-das-sent	a-b§-das
abonde	ab§d	a-bon-de	a-b§d
abondent	ab§d	a-bon-dent	a-b§d
abonder	ab§de	a-bon-der	a-b§-de
abondé	ab§de	a-bon-dé	a-b§-de
abonnai	abonE	a-bon-nai	a-bo-nE
abonnant	abOn@		a-bO-n@
abonne	abOn	a-bon-ne	a-bOn
abonnement	abOn°m@	a-bon-ne-ment	a-bO-n°-m@
abonnements	abOn°m@	a-bon-ne-ments	a-bO-n°-m@
abonner	abone	a-bon-ner	a-bo-ne
abonnez	abone	a-bon-nez	a-bo-ne
abonnât	abona	a-bon-nât	a-bo-na
abonné	abone	a-bon-né	a-bo-ne
abonné	abone	a-bon-né	a-bo-ne
abonné	abone	a-bon-né	a-bo-ne
abonnée	abone	a-bon-née	a-bo-ne
abonnée	abone	a-bon-née	a-bo-ne
abonnée	abone	a-bon-née	a-bo-ne
abonnées	abone	a-bon-nées	a-bo-ne
abonnées	abone	a-bon-nées	a-bo-ne
abonnés	abone	a-bon-nés	a-bo-ne
abonnés	abone	a-bon-nés	a-bo-ne
abonnés	abone	a-bon-nés	a-bo-ne
abord	abOR	a-bord	a-bOR
aborda	abORda	a-bor-da	a-bOR-da
abordable	abORdabl	a-bor-da-ble	a-bOR-dabl
abordables	abORdabl	a-bor-da-bles	a-bOR-dabl
abordage	abORdaZ	a-bor-da-ge	a-bOR-daZ
abordages	abORdaZ	a-bor-da-ges	a-bOR-daZ
abordai	abORdE	a-bor-dai	a-bOR-dE
abordaient	abORdE	a-bor-daient	a-bOR-dE
abordais	abORdE	a-bor-dais	a-bOR-dE
abordait	abORdE	a-bor-dait	a-bOR-dE
abordant	abORd@	a-bor-dant	a-bOR-d@
aborde	abORd	a-bor-de	a-bORd
abordent	abORd	a-bor-dent	a-bORd
aborder	abORde	a-bor-der	a-bOR-de
abordera	abORd°Ra	a-bor-de-ra	a-bOR-d°-Ra
aborderai	abORd°RE	a-bor-de-rai	a-bOR-d°-RE
aborderaient	abORd°RE	a-bor-de-raient	a-bOR-d°-RE
aborderais	abORd°RE	a-bor-de-rais	a-bOR-d°-RE
aborderait	abORd°RE	a-bor-de-rait	a-bOR-d°-RE
aborderiez	abORd°Rje	a-bor-de-riez	a-bOR-d°-Rje
aborderions	abORd°Rj§	a-bor-de-rions	a-bOR-d°-Rj§
aborderons	abORd°R§	a-bor-de-rons	a-bOR-d°-R§
aborderont	abORd°R§	a-bor-de-ront	a-bOR-d°-R§
abordes	abORd	a-bor-des	a-bORd
abordez	abORde	a-bor-dez	a-bOR-de
abordiez	abORdje	a-bor-diez	a-bOR-dje
abordions	abORdj§	a-bor-dions	a-bOR-dj§
abordons	abORd§	a-bor-dons	a-bOR-d§
abords	abOR	a-bord-s	a-bOR
abordâmes	abORdam	a-bor-dâ-mes	a-bOR-dam
abordèrent	abORdER	a-bor-dè-rent	a-bOR-dER
abordé	abORde	a-bor-dé	a-bOR-de
abordé	abORde	a-bor-dé	a-bOR-de
abordée	abORde	a-bor-dée	a-bOR-de
abordées	abORde	a-bor-dées	a-bOR-de
abordées	abORde	a-bor-dées	a-bOR-de
abordés	abORde	a-bor-dés	a-bOR-de
abordés	abORde	a-bor-dés	a-bOR-de
aborigène	aboRiZEn	a-bo-ri-gè-ne	a-bo-Ri-ZEn
aborigène	aboRiZEn	a-bo-ri-gè-ne	a-bo-Ri-ZEn
aborigènes	aboRiZEn	a-bo-ri-gè-nes	a-bo-Ri-ZEn
aborigènes	aboRiZEn	a-bo-ri-gè-nes	a-bo-Ri-ZEn
abornement	abORn°m@	a-bor-ne-ment	a-bOR-n°-m@
abortif	abORtif		a-bOR-tif
abortive	abORtiv	a-bor-ti-ve	a-bOR-tiv
abortives	abORtiv	a-bor-ti-ves	a-bOR-tiv
abouchaient	abuSE	a-bou-chaient	a-bu-SE
abouchais	abuSE	a-bou-chais	a-bu-SE
abouchait	abuSE	a-bou-chait	a-bu-SE
abouchant	abuS@	a-bou-chant	a-bu-S@
abouchements	abuS°m@	a-bou-che-ments	a-bu-S°-m@
aboucher	abuSe	a-bou-cher	a-bu-Se
abouché	abuSe	a-bou-ché	a-bu-Se
abouchée	abuSe	a-bou-chée	a-bu-Se
abouchés	abuSe	a-bou-chés	a-bu-Se
aboule	abul	a-bou-le	a-bul
abouler	abule	a-bou-ler	a-bu-le
aboules	abul	a-bou-les	a-bul
aboulez	abule	a-bou-lez	a-bu-le
aboulie	abuli	a-bou-lie	a-bu-li
aboulique	abulik	a-bou-li-que	a-bu-lik
abouliques	abulik	a-bou-li-ques	a-bu-lik
abounas	abuna	a-bou-nas	a-bu-na
about	abu	a-bout	a-bu
aboutait	abutE	a-bou-tait	a-bu-tE
abouti	abuti	a-bou-ti	a-bu-ti
abouti	abuti	a-bou-ti	a-bu-ti
aboutie	abuti	a-bou-tie	a-bu-ti
aboutie	abuti	a-bou-tie	a-bu-ti
aboutir	abutiR	a-bou-tir	a-bu-tiR
aboutira	abutiRa	a-bou-ti-ra	a-bu-ti-Ra
aboutirai	abutiRE	a-bou-ti-rai	a-bu-ti-RE
aboutiraient	abutiRE	a-bou-ti-raient	a-bu-ti-RE
aboutirais	abutiRE	a-bou-ti-rais	a-bu-ti-RE
aboutirait	abutiRE	a-bou-ti-rait	a-bu-ti-RE
aboutiras	abutiRa	a-bou-ti-ras	a-bu-ti-Ra
aboutirent	abutiR	a-bou-ti-rent	a-bu-tiR
aboutirons	abutiR§	a-bou-ti-rons	a-bu-ti-R§
aboutiront	abutiR§	a-bou-ti-ront	a-bu-ti-R§
aboutis	abuti	a-bou-tis	a-bu-ti
aboutis	abuti	a-bou-tis	a-bu-ti
aboutissaient	abutisE	a-bou-tis-saient	a-bu-ti-sE
aboutissait	abutisE	a-bou-tis-sait	a-bu-ti-sE
aboutissant	abutis@	a-bou-tis-sant	a-bu-ti-s@
aboutissant	abutis@	a-bou-tis-sant	a-bu-ti-s@
aboutissants	abutis@	a-bou-tis-sants	a-bu-ti-s@
aboutisse	abutis	a-bou-tis-se	a-bu-tis
aboutissement	abutis°m@	a-bou-tis-se-ment	a-bu-ti-s°-m@
aboutissent	abutis	a-bou-tis-sent	a-bu-tis
aboutissez	abutise	a-bou-tis-sez	a-bu-ti-se
aboutissiez	abutisje	a-bou-tis-siez	a-bu-ti-sje
aboutissions	abutisj§	a-bou-tis-sions	a-bu-ti-sj§
aboutit	abuti	a-bou-tit	a-bu-ti
aboutonnai	abutonE	a-bou-ton-nai	a-bu-to-nE
aboutons	abut§	a-bou-tons	a-bu-t§
aboutîmes	abutim	a-bou-tî-mes	a-bu-tim
aboya	abwaja	a-boya	a-bwa-ja
aboyaient	abwajE	a-boyaient	a-bwa-jE
aboyait	abwajE	a-boyait	a-bwa-jE
aboyant	abwaj@	a-boyant	a-bwa-j@
aboyant	abwaj@	a-boyant	a-bwa-j@
aboyante	abwaj@t	a-boyan-te	a-bwa-j@t
aboyer	abwaje	a-boyer	a-bwa-je
aboyeur	abwaj9R	a-boyeur	a-bwa-j9R
aboyeur	abwaj9R	a-boyeur	a-bwa-j9R
aboyeurs	abwaj9R	a-boyeurs	a-bwa-j9R
aboyeurs	abwaj9R	a-boyeurs	a-bwa-j9R
aboyons	abwaj§	a-boyons	a-bwa-j§
aboyèrent	abwajER	a-boyè-rent	a-bwa-jER
aboyé	abwaje	a-boyé	a-bwa-je
abracadabra	abRakadabRa	a-bra-ca-da-bra	a-bRa-ka-da-bRa
abracadabrant	abRakadabR@	a-bra-ca-da-brant	a-bRa-ka-da-bR@
abracadabrante	abRakadabR@t	a-bra-ca-da-bran-te	a-bRa-ka-da-bR@t
abracadabrantes	abRakadabR@t	a-bra-ca-da-bran-tes	a-bRa-ka-da-bR@t
abracadabrants	abRakadabR@	a-bra-ca-da-brants	a-bRa-ka-da-bR@
abracadabré	abRakadabRe	a-bra-ca-da-bré	a-bRa-ka-da-bRe
abrasif	abRazif	a-bra-sif	a-bRa-zif
abrasif	abRazif	a-bra-sif	a-bRa-zif
abrasifs	abRazif	a-bra-sif-s	a-bRa-zif
abrasifs	abRazif	a-bra-sif-s	a-bRa-zif
abrasion	abRazj§	a-bra-sion	a-bRa-zj§
abrasive	abRaziv		a-bRa-ziv
abrasé	abRaze	a-bra-sé	a-bRa-ze
abraxas	abRaksas		a-bRak-sas
abreuva	abR9va	a-breu-va	a-bR9-va
abreuvage	abR9vaZ	a-breu-va-ge	a-bR9-vaZ
abreuvaient	abR9vE	a-breu-vaient	a-bR9-vE
abreuvait	abR9vE	a-breu-vait	a-bR9-vE
abreuvant	abR9v@	a-breu-vant	a-bR9-v@
abreuve	abR9v	a-breu-ve	a-bR9v
abreuvent	abR9v	a-breu-vent	a-bR9v
abreuver	abR9ve	a-breu-ver	a-bR9-ve
abreuvera	abR9v°Ra	a-breu-ve-ra	a-bR9-v°-Ra
abreuveraient	abR9v°RE	a-breu-ve-raient	a-bR9-v°-RE
abreuvez	abR9ve	a-breu-vez	a-bR9-ve
abreuvoir	abR9vwaR	a-breu-voir	a-bR9-vwaR
abreuvoirs	abR9vwaR	a-breu-voirs	a-bR9-vwaR
abreuvons	abR9v§	a-breu-vons	a-bR9-v§
abreuvé	abR9ve	a-breu-vé	a-bR9-ve
abreuvé	abR9ve	a-breu-vé	a-bR9-ve
abreuvée	abR9ve	a-breu-vée	a-bR9-ve
abreuvés	abR9ve	a-breu-vés	a-bR9-ve
abreuvés	abR9ve	a-breu-vés	a-bR9-ve
abri	abRi	a-bri	a-bRi
abri-refuge	abRiR°fyZ	abri-refuge	a-bRi-R°-fyZ
abribus	abRibys	a-bri-bus	a-bRi-bys
abricot	abRiko	a-bri-cot	a-bRi-ko
abricot	abRiko	a-bri-cot	a-bRi-ko
abricotez	abRikote	a-bri-co-tez	a-bRi-ko-te
abricotier	abRikotje	a-bri-co-tier	a-bRi-ko-tje
abricotiers	abRikotje	a-bri-co-tiers	a-bRi-ko-tje
abricotine	abRikotin	a-bri-co-ti-ne	a-bRi-ko-tin
abricots	abRiko	a-bri-cots	a-bRi-ko
abris	abRi	a-bris	a-bRi
abrita	abRita	a-bri-ta	a-bRi-ta
abritai	abRitE	a-bri-tai	a-bRi-tE
abritaient	abRitE	a-bri-taient	a-bRi-tE
abritais	abRitE	a-bri-tais	a-bRi-tE
abritait	abRitE	a-bri-tait	a-bRi-tE
abritant	abRit@	a-bri-tant	a-bRi-t@
abritant	abRit@	a-bri-tant	a-bRi-t@
abrite	abRit	a-bri-te	a-bRit
abritent	abRit	a-bri-tent	a-bRit
abriter	abRite	a-bri-ter	a-bRi-te
abritera	abRit°Ra	a-bri-te-ra	a-bRi-t°-Ra
abriterait	abRit°RE	a-bri-te-rait	a-bRi-t°-RE
abriterons	abRit°R§	a-bri-te-rons	a-bRi-t°-R§
abriteront	abRit°R§	a-bri-te-ront	a-bRi-t°-R§
abrites	abRit	a-bri-tes	a-bRit
abritez	abRite	a-bri-tez	a-bRi-te
abritiez	abRitje	a-bri-tiez	a-bRi-tje
abritions	abRitj§	a-bri-tions	a-bRi-tj§
abritons	abRit§	a-bri-tons	a-bRi-t§
abritâmes	abRitam	a-bri-tâ-mes	a-bRi-tam
abritèrent	abRitER	a-bri-tè-rent	a-bRi-tER
abrité	abRite	a-bri-té	a-bRi-te
abrité	abRite	a-bri-té	a-bRi-te
abritée	abRite	a-bri-tée	a-bRi-te
abritée	abRite	a-bri-tée	a-bRi-te
abritées	abRite	a-bri-tées	a-bRi-te
abrités	abRite	a-bri-tés	a-bRi-te
abrités	abRite	a-bri-tés	a-bRi-te
